sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
227,pokemon,Pupitar,沙基拉斯,227-pupitar.png,assets/pokopia_image_sources/pokemon_portraits/227-pupitar.png,https://pokopiadex.com/images/pokemon/sprites/pupitar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,141404,98a23b7d405a42c700bc50a1cac5d5c94519fe8c948b7591b875d9edf1d42408,ok,
228,pokemon,Quilava,火岩鼠,228-quilava.png,assets/pokopia_image_sources/pokemon_portraits/228-quilava.png,https://pokopiadex.com/images/pokemon/sprites/quilava.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,92302,33046693ae000066aa98ab5d48eac8bf1b64444eb6ba3c5ffc4c8501ddc90daa,ok,
229,pokemon,Raboot,腾蹴小将,229-raboot.png,assets/pokopia_image_sources/pokemon_portraits/229-raboot.png,https://pokopiadex.com/images/pokemon/sprites/raboot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,131236,79e42956a205a31b6e0f11973d251fe9bcc4a4a096e638865f44a94accb4667b,ok,
230,pokemon,Raichu,雷丘,230-raichu.png,assets/pokopia_image_sources/pokemon_portraits/230-raichu.png,https://pokopiadex.com/images/pokemon/sprites/raichu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100388,0ae7e20b0b847c4f68a1867cc1a3f8ff180cb0301fbed4c84b83a7e64c779858,ok,
231,pokemon,Raikou,雷公,231-raikou.png,assets/pokopia_image_sources/pokemon_portraits/231-raikou.png,https://pokopiadex.com/images/pokemon/sprites/raikou.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,162571,5c3d1f09ab717e80337e88f891d5a0d5bf9f014571e41983cf8b51280c4d68f4,ok,
232,pokemon,Ralts,拉鲁拉丝,232-ralts.png,assets/pokopia_image_sources/pokemon_portraits/232-ralts.png,https://pokopiadex.com/images/pokemon/sprites/ralts.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,72337,e27328a4aae1a66e40dadd6fc0e3423129ca67f53e3515c6f87abacb2b75e9ee,ok,
233,pokemon,Rampardos,战槌龙,233-rampardos.png,assets/pokopia_image_sources/pokemon_portraits/233-rampardos.png,https://pokopiadex.com/images/pokemon/sprites/rampardos.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,129066,e37e2505362d26c9d7f08627ba4761fca68c0469839f0ad4e0e36dda7eae2d41,ok,
234,pokemon,Riolu,利欧路,234-riolu.png,assets/pokopia_image_sources/pokemon_portraits/234-riolu.png,https://pokopiadex.com/images/pokemon/sprites/riolu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106799,33b53a49e3ed4f818967532fcf55fc852c2fdcbf35e03675f9aff0c61d4006c2,ok,
235,pokemon,Rolycoly,小炭仔,235-rolycoly.png,assets/pokopia_image_sources/pokemon_portraits/235-rolycoly.png,https://pokopiadex.com/images/pokemon/sprites/rolycoly.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,103555,214221757a4190c82062067d1602277b3933af45c7851922f7a284e9636bb65c,ok,
236,pokemon,Rookidee,稚山雀,236-rookidee.png,assets/pokopia_image_sources/pokemon_portraits/236-rookidee.png,https://pokopiadex.com/images/pokemon/sprites/rookidee.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,82242,91d16aab7a02e403741f13de9be21e97dfec1c8d2ca86571052a6c52da2ce6ce,ok,
237,pokemon,Rotom,洛托姆,237-rotom.png,assets/pokopia_image_sources/pokemon_portraits/237-rotom.png,https://pokopiadex.com/images/pokemon/sprites/rotom.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,157520,411794ab13bc25db4d8184857eea426808667ac27f90cc40340ee922ab74f801,ok,
238,pokemon,Rowlet,木木枭,238-rowlet.png,assets/pokopia_image_sources/pokemon_portraits/238-rowlet.png,https://pokopiadex.com/images/pokemon/sprites/rowlet.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,107827,2fc7065cdcb6308c7886673d5a36ce8f2e41fb7857197a80b0edadf2ec1016d8,ok,
239,pokemon,Scizor,巨钳螳螂,239-scizor.png,assets/pokopia_image_sources/pokemon_portraits/239-scizor.png,https://pokopiadex.com/images/pokemon/sprites/scizor.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,124236,048bf71c7de507484a9f1c49073745123d7aab6d51da78c921161f30c21c2b55,ok,
240,pokemon,Scorbunny,炎兔儿,240-scorbunny.png,assets/pokopia_image_sources/pokemon_portraits/240-scorbunny.png,https://pokopiadex.com/images/pokemon/sprites/scorbunny.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,70442,9c21e6e5777f0bb4e0d0ac16340210bfb3a53a0751cf880653d0286568f9824d,ok,
241,pokemon,Scyther,飞天螳螂,241-scyther.png,assets/pokopia_image_sources/pokemon_portraits/241-scyther.png,https://pokopiadex.com/images/pokemon/sprites/scyther.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,123885,4d43489ed9ad0ffed4c1197c6d62ca2a6d1bcd08426495dd4b1a1694cefdb24c,ok,
242,pokemon,Serperior,君主蛇,242-serperior.png,assets/pokopia_image_sources/pokemon_portraits/242-serperior.png,https://pokopiadex.com/images/pokemon/sprites/serperior.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,122914,62944ea962db984dbd8d77cba53becf4172f15395ea9669d56186a2e86c2dc30,ok,
243,pokemon,Servine,青藤蛇,243-servine.png,assets/pokopia_image_sources/pokemon_portraits/243-servine.png,https://pokopiadex.com/images/pokemon/sprites/servine.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,92729,9158e590222070eb9fa646da90f33bbe3fe814031faf74ea224752fb0d3ae2c0,ok,
244,pokemon,Shellos (East Sea),无壳海兔（东海）,244-shellos-east-sea.png,assets/pokopia_image_sources/pokemon_portraits/244-shellos-east-sea.png,https://pokopiadex.com/images/pokemon/sprites/shellos-east-sea.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,105144,6222c6afc6216ca68d1d45ee38d1a51e02794d1c228e429a7c6358382fb0e6e9,ok,
245,pokemon,Shellos (West Sea),无壳海兔（西海）,245-shellos-west-sea.png,assets/pokopia_image_sources/pokemon_portraits/245-shellos-west-sea.png,https://pokopiadex.com/images/pokemon/sprites/shellos-west-sea.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,88337,0ac8231bd55a09ac2e0dfc20c77025faacaaec1dc4919a788600e0ca0435fb62,ok,
246,pokemon,Shieldon,盾甲龙,246-shieldon.png,assets/pokopia_image_sources/pokemon_portraits/246-shieldon.png,https://pokopiadex.com/images/pokemon/sprites/shieldon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,135699,fc1de24443300586e75bbe942e5311a4d3f98ec6d693dbbf21d0c696d96ae00c,ok,
247,pokemon,Skwovet,贪心栗鼠,247-skwovet.png,assets/pokopia_image_sources/pokemon_portraits/247-skwovet.png,https://pokopiadex.com/images/pokemon/sprites/skwovet.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,91182,cc9b825b47be7866399de5530e9073cdc532c6a57f68c7f19263979c3d870b3e,ok,
248,pokemon,Sliggoo,黏美儿,248-sliggoo.png,assets/pokopia_image_sources/pokemon_portraits/248-sliggoo.png,https://pokopiadex.com/images/pokemon/sprites/sliggoo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100689,b72caf6f6e41dc338a66943856db2c9349467cd52d98b79aced0afdc67c319f9,ok,
249,pokemon,Slowbro,呆壳兽,249-slowbro.png,assets/pokopia_image_sources/pokemon_portraits/249-slowbro.png,https://pokopiadex.com/images/pokemon/sprites/slowbro.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,180269,fd884e3d5ec7a2d5037debdcb931631c2cd502d35ad0be3cc511fb69c55171f9,ok,
250,pokemon,Slowking,呆呆王,250-slowking.png,assets/pokopia_image_sources/pokemon_portraits/250-slowking.png,https://pokopiadex.com/images/pokemon/sprites/slowking.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,126678,506be2cae57022525853ac1c30bd5771e7dc7223b03ec278ed70c920c22c6281,ok,
251,pokemon,Slowpoke,呆呆兽,251-slowpoke.png,assets/pokopia_image_sources/pokemon_portraits/251-slowpoke.png,https://pokopiadex.com/images/pokemon/sprites/slowpoke.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128558,ddb6192f78618ad479d8d8ff13f44bbbf610742f43c95dcc878a6038e5d3c70c,ok,
252,pokemon,Smeargle,图图犬,252-smeargle.png,assets/pokopia_image_sources/pokemon_portraits/252-smeargle.png,https://pokopiadex.com/images/pokemon/sprites/smeargle.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,164962,a8cedf42d08127a545908f9cc784427f7885635dc381021a9bf8a625b7772afd,ok,
253,pokemon,Smearguru,图图犬（彩绘匠）,253-smearguru.webp,assets/pokopia_image_sources/pokemon_portraits/253-smearguru.webp,https://img.rankedboost.com/wp-content/plugins/pokopia/assets/npcs/smearguru.png,https://rankedboost.com/pokopia/pokedex/,rankedboost_pokedex,official_pokopia_sc_pokemon,image/webp,128094,c80112fe1ae35a47c7c7ae7bf7612aa8c3da0e720e5327fe7c6ec2a7f8998825,ok,
254,pokemon,Snivy,藤藤蛇,254-snivy.png,assets/pokopia_image_sources/pokemon_portraits/254-snivy.png,https://pokopiadex.com/images/pokemon/sprites/snivy.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,101615,0c1002d91ca4d25f584f75e908ed3eadd827972acb362e86656781997c146e59,ok,
255,pokemon,Snorlax,卡比兽,255-snorlax.png,assets/pokopia_image_sources/pokemon_portraits/255-snorlax.png,https://pokopiadex.com/images/pokemon/sprites/snorlax.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128642,40ae73f6fd804026ae8e6a61e931cfd5c8b4594d81e492e9dbf445c8d2e497eb,ok,
256,pokemon,Spinarak,圆丝蛛,256-spinarak.png,assets/pokopia_image_sources/pokemon_portraits/256-spinarak.png,https://pokopiadex.com/images/pokemon/sprites/spinarak.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,95207,b7f19d841ac3a159c5d897540f3254cb450dfa1c317fcf4daaf5eb6681bc78fb,ok,
257,pokemon,Sprigatito,新叶喵,257-sprigatito.png,assets/pokopia_image_sources/pokemon_portraits/257-sprigatito.png,https://pokopiadex.com/images/pokemon/sprites/sprigatito.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,97681,27e82b99554d81d8c6ee0bfafa46077ae812fe7d01faf41d2d1c88c315365436,ok,
258,pokemon,Squirtle,杰尼龟,258-squirtle.png,assets/pokopia_image_sources/pokemon_portraits/258-squirtle.png,https://pokopiadex.com/images/pokemon/sprites/squirtle.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,114376,d63efd7617e6fba9d2c9505c69891da692fda30999b3edc79ca0fecc18d19480,ok,
259,pokemon,Steelix,大钢蛇,259-steelix.png,assets/pokopia_image_sources/pokemon_portraits/259-steelix.png,https://pokopiadex.com/images/pokemon/sprites/steelix.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,122985,a190061853361de139e442256be3e38eb1a6ca64d2ab532af54cf180da9605ce,ok,
260,pokemon,Sudowoodo,树才怪,260-sudowoodo.png,assets/pokopia_image_sources/pokemon_portraits/260-sudowoodo.png,https://pokopiadex.com/images/pokemon/sprites/sudowoodo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125708,2fa50114aab0b1a514629b1fff9f88072dd00f3af895f151bd7e1c704b38c516,ok,
261,pokemon,Suicune,水君,261-suicune.png,assets/pokopia_image_sources/pokemon_portraits/261-suicune.png,https://pokopiadex.com/images/pokemon/sprites/suicune.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,164987,497ea60c3e5e3e27a14ebec7473f802d1d4d9479b263f10f8f7f428433dbaf77,ok,
262,pokemon,Swablu,青绵鸟,262-swablu.png,assets/pokopia_image_sources/pokemon_portraits/262-swablu.png,https://pokopiadex.com/images/pokemon/sprites/swablu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,83822,824e0d522a84f108f76e13e229a9201f06c13c0d2ba3554ea3998412fc05d058,ok,
263,pokemon,Swalot,吞食兽,263-swalot.png,assets/pokopia_image_sources/pokemon_portraits/263-swalot.png,https://pokopiadex.com/images/pokemon/sprites/swalot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,132561,411eb4c220cdc1c364cd1a122e3d7b393d829f209b959501d142289e6b0b3328,ok,
264,pokemon,Sylveon,仙子伊布,264-sylveon.png,assets/pokopia_image_sources/pokemon_portraits/264-sylveon.png,https://pokopiadex.com/images/pokemon/sprites/sylveon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,122075,8aebdf0ee69b7ae0312836454e02a5a1cd7debfab31cd6b47be8eb095fd2fefe,ok,
265,pokemon,Tangela,蔓藤怪,265-tangela.png,assets/pokopia_image_sources/pokemon_portraits/265-tangela.png,https://pokopiadex.com/images/pokemon/sprites/tangela.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,212989,69379d9fddd1fb86bf5d7dbdd7e263863cdbb4191377cc838b3af290556e0fc9,ok,
266,pokemon,Tangrowth,巨蔓藤,266-tangrowth.png,assets/pokopia_image_sources/pokemon_portraits/266-tangrowth.png,https://pokopiadex.com/images/pokemon/sprites/tangrowth.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,142490,b5c2934b83608a8c07171188ee0a4bfc5bd15a123be78d9e821b8f0cb92a266d,ok,
267,pokemon,Tatsugiri (Curly Form),米立龙（上弓姿势）,267-tatsugiri-curly-form.png,assets/pokopia_image_sources/pokemon_portraits/267-tatsugiri-curly-form.png,https://pokopiadex.com/images/pokemon/sprites/tatsugiri-curly-form.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,81734,e6423214f5cb9781f8a808c350545aaba94ac6cf2a726aa08ab082725922fc8e,ok,
268,pokemon,Tatsugiri (Droopy Form),米立龙（下垂姿势）,268-tatsugiri-droopy-form.png,assets/pokopia_image_sources/pokemon_portraits/268-tatsugiri-droopy-form.png,https://pokopiadex.com/images/pokemon/sprites/tatsugiri-droopy-form.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,54555,d492e3479cd873696e32ec820d0283e69d52505da78784c6d5e603eb10d2d668,ok,
269,pokemon,Tatsugiri (Stretchy Form),米立龙（平挺姿势）,269-tatsugiri-stretchy-form.png,assets/pokopia_image_sources/pokemon_portraits/269-tatsugiri-stretchy-form.png,https://pokopiadex.com/images/pokemon/sprites/tatsugiri-stretchy-form.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,43482,d70b7e29b9ff66cbfa481ea5cd9e6198387b0b2b9b3e66a2e37024e045d73e9a,ok,
270,pokemon,Timburr,搬运小匠,270-timburr.png,assets/pokopia_image_sources/pokemon_portraits/270-timburr.png,https://pokopiadex.com/images/pokemon/sprites/timburr.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,97003,f75d9a31b322d844114581a78ad8a3f931535f5d9b8797fb96bf86e6bdaaa349,ok,
271,pokemon,Tinkatink,小锻匠,271-tinkatink.png,assets/pokopia_image_sources/pokemon_portraits/271-tinkatink.png,https://pokopiadex.com/images/pokemon/sprites/tinkatink.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,73545,397b0e724d2ffe5099a47cbd2000d48c882e3b0fb28de6d6abb2454ee4466aba,ok,
272,pokemon,Tinkaton,巨锻匠,272-tinkaton.png,assets/pokopia_image_sources/pokemon_portraits/272-tinkaton.png,https://pokopiadex.com/images/pokemon/sprites/tinkaton.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,188900,ea632c7d7c540830ec83519d95c5c55701c3461e906afe73ad7272a3c38b5e53,ok,
273,pokemon,Tinkatuff,巧锻匠,273-tinkatuff.png,assets/pokopia_image_sources/pokemon_portraits/273-tinkatuff.png,https://pokopiadex.com/images/pokemon/sprites/tinkatuff.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,130212,8ca4f0e96ab5bf2cdb760d94cd7faf0b0836755f297f44e768f0019b7cdc26b5,ok,
274,pokemon,Torchic,火稚鸡,274-torchic.png,assets/pokopia_image_sources/pokemon_portraits/274-torchic.png,https://pokopiadex.com/images/pokemon/sprites/torchic.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,64800,50ab2995173cbcd6105f61681c94ae854ac0ee53a157ec63dbeab86c987daa4a,ok,
275,pokemon,Torkoal,煤炭龟,275-torkoal.png,assets/pokopia_image_sources/pokemon_portraits/275-torkoal.png,https://pokopiadex.com/images/pokemon/sprites/torkoal.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,189700,8c04a2cfdc7ea2bc62fae3b599d8f51a2532d0f7272de814d21684e0cc92b443,ok,
276,pokemon,Toxel,毒电婴,276-toxel.png,assets/pokopia_image_sources/pokemon_portraits/276-toxel.png,https://pokopiadex.com/images/pokemon/sprites/toxel.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106420,2ee4945213709e658551d8e1d51d31cb968f67312964f38aa96a5d0bc9dbbc05,ok,
277,pokemon,Toxtricity (Amped Form),颤弦蝾螈（高调的样子）,277-toxtricity-amped-form.png,assets/pokopia_image_sources/pokemon_portraits/277-toxtricity-amped-form.png,https://pokopiadex.com/images/pokemon/sprites/toxtricity-amped-form.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,130625,875872dc21d17704c50b5560229a785cff6ce39adcb2b805c2a59eb21f6b68df,ok,
278,pokemon,Toxtricity (Low Key Form),颤弦蝾螈（低调的样子）,278-toxtricity-low-key-form.png,assets/pokopia_image_sources/pokemon_portraits/278-toxtricity-low-key-form.png,https://pokopiadex.com/images/pokemon/sprites/toxtricity-low-key-form.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,101304,41660667195d03c3bc7601ebfaea395f85d27c8f5bc85f124ca0b589939e7a82,ok,
279,pokemon,Trapinch,大颚蚁,279-trapinch.png,assets/pokopia_image_sources/pokemon_portraits/279-trapinch.png,https://pokopiadex.com/images/pokemon/sprites/trapinch.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106252,406b23ce77e1f48035b8384dafe11290cc7e1afd582fa6476ba22fbaba507e48,ok,
280,pokemon,Trubbish,破破袋,280-trubbish.png,assets/pokopia_image_sources/pokemon_portraits/280-trubbish.png,https://pokopiadex.com/images/pokemon/sprites/trubbish.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,98197,c815757fc6caa999e9ac54a5a9c4de734ed1bf1431a889115db46261f8b536e4,ok,
281,pokemon,Typhlosion,火暴兽,281-typhlosion.png,assets/pokopia_image_sources/pokemon_portraits/281-typhlosion.png,https://pokopiadex.com/images/pokemon/sprites/typhlosion.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,115508,8e0702a7ae5bd6b36082c70f0a429ea75f3c30f2b04ea17f1fdfa0647d0ef8b6,ok,
282,pokemon,Tyranitar,班基拉斯,282-tyranitar.png,assets/pokopia_image_sources/pokemon_portraits/282-tyranitar.png,https://pokopiadex.com/images/pokemon/sprites/tyranitar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,147878,771eddd5177c3328a4b71768332d7523cc0df8d24fc837924255acafda94d7ed,ok,
283,pokemon,Tyrantrum,怪颚龙,283-tyrantrum.png,assets/pokopia_image_sources/pokemon_portraits/283-tyrantrum.png,https://pokopiadex.com/images/pokemon/sprites/tyrantrum.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,157233,4c0fb15177f0365970bd5b12ce0a32805db5faba579dca5700e199b3224e85a6,ok,
284,pokemon,Tyrogue,无畏小子,284-tyrogue.png,assets/pokopia_image_sources/pokemon_portraits/284-tyrogue.png,https://pokopiadex.com/images/pokemon/sprites/tyrogue.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,116812,2daa1a768b2c1075667cd61e68bc7e2314f8692ba9b37b053fe5f3541aec55fd,ok,
285,pokemon,Tyrunt,宝宝暴龙,285-tyrunt.png,assets/pokopia_image_sources/pokemon_portraits/285-tyrunt.png,https://pokopiadex.com/images/pokemon/sprites/tyrunt.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,163529,1852a780aa13e1e29f68fefcd87a0d6fe6908cd2e52a9dd852b9a33ba15cbb4f,ok,
286,pokemon,Umbreon,月亮伊布,286-umbreon.png,assets/pokopia_image_sources/pokemon_portraits/286-umbreon.png,https://pokopiadex.com/images/pokemon/sprites/umbreon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,117971,263c504663419d5b87170e608fb0e5cf01887bd1c2bc65d35a77aee1f5da78dd,ok,
287,pokemon,Vaporeon,水伊布,287-vaporeon.png,assets/pokopia_image_sources/pokemon_portraits/287-vaporeon.png,https://pokopiadex.com/images/pokemon/sprites/vaporeon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,156253,7f5fe01da014ce9adb3efe1a75675a364db17250cc155b2a1939f325bc9d2504,ok,
288,pokemon,Venomoth,摩鲁蛾,288-venomoth.png,assets/pokopia_image_sources/pokemon_portraits/288-venomoth.png,https://pokopiadex.com/images/pokemon/sprites/venomoth.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,113680,862085f93120f69e8968a143529e48f0e96855c222a9088a0a808af2f40061fa,ok,
289,pokemon,Venonat,毛球,289-venonat.png,assets/pokopia_image_sources/pokemon_portraits/289-venonat.png,https://pokopiadex.com/images/pokemon/sprites/venonat.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,147214,7e21be3c07f89f793a74e2b0f0bb2b79faea6bc7da788620b685aa70f447bf62,ok,
290,pokemon,Venusaur,妙蛙花,290-venusaur.png,assets/pokopia_image_sources/pokemon_portraits/290-venusaur.png,https://pokopiadex.com/images/pokemon/sprites/venusaur.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,168874,988fab8eaea3dfa16b7ec9dff74d7b9177a59fa56e0339ec42af69d95355064a,ok,
291,pokemon,Vespiquen,蜂女王,291-vespiquen.png,assets/pokopia_image_sources/pokemon_portraits/291-vespiquen.png,https://pokopiadex.com/images/pokemon/sprites/vespiquen.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,136867,7f4cc450178a00c6df73dfcc26169580aea0b4a71e1b5e6369952601aae75494,ok,
292,pokemon,Vibrava,超音波幼虫,292-vibrava.png,assets/pokopia_image_sources/pokemon_portraits/292-vibrava.png,https://pokopiadex.com/images/pokemon/sprites/vibrava.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,104796,50be92f512b822f1dea3e5f55a8765322e2074aefe079370c46c56f3dc38721c,ok,
293,pokemon,Victreebel,大食花,293-victreebel.png,assets/pokopia_image_sources/pokemon_portraits/293-victreebel.png,https://pokopiadex.com/images/pokemon/sprites/victreebel.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,140275,bff032ad68d08f11922cb3da0aebbf75576cc88e4e05539502f7a1e4a22d4194,ok,
294,pokemon,Vikavolt,锹农炮虫,294-vikavolt.png,assets/pokopia_image_sources/pokemon_portraits/294-vikavolt.png,https://pokopiadex.com/images/pokemon/sprites/vikavolt.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,102921,d116bb7c7eb96ea5ca24691e2588aebadf7380e5f0635c4f71cc884ca833d011,ok,
295,pokemon,Vileplume,霸王花,295-vileplume.png,assets/pokopia_image_sources/pokemon_portraits/295-vileplume.png,https://pokopiadex.com/images/pokemon/sprites/vileplume.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,147830,679a0dc498b403fb80ae7949ccb8e5911d6164d6319cea926960ddaf0f311144,ok,
296,pokemon,Volbeat,电萤虫,296-volbeat.png,assets/pokopia_image_sources/pokemon_portraits/296-volbeat.png,https://pokopiadex.com/images/pokemon/sprites/volbeat.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,107998,a37631a33f56eb738247e0df3034eed878fb14f69740dc9e96458d0a076c37e6,ok,
297,pokemon,Volcanion,波尔凯尼恩,297-volcanion.png,assets/pokopia_image_sources/pokemon_portraits/297-volcanion.png,https://pokopiadex.com/images/pokemon/sprites/volcanion.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,159748,e46d1bba80d2b372316ed3d914b3a6058e9ba8a3ea13de86ea89023b3754f726,ok,
298,pokemon,Volcarona,火神蛾,298-volcarona.png,assets/pokopia_image_sources/pokemon_portraits/298-volcarona.png,https://pokopiadex.com/images/pokemon/sprites/volcarona.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,136110,a9ca013be1118fce640c6bf2d298ea9c79b85e9a048d6279a5d90516044e48ff,ok,
299,pokemon,Voltorb,霹雳电球,299-voltorb.png,assets/pokopia_image_sources/pokemon_portraits/299-voltorb.png,https://pokopiadex.com/images/pokemon/sprites/voltorb.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,137664,7515111e948b0af47396407abec95c4ba6002d120699dd2893382e1c45489fd8,ok,
300,pokemon,Vulpix,六尾,300-vulpix.png,assets/pokopia_image_sources/pokemon_portraits/300-vulpix.png,https://pokopiadex.com/images/pokemon/sprites/vulpix.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128996,0b2aea058c11e12415e9731d4d4f7286979122d812898225aa428ac8ac1cdec4,ok,
