sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
075,pokemon,Dusknoir,黑夜魔灵,075-dusknoir.png,assets/pokopia_image_sources/pokemon_portraits/075-dusknoir.png,https://pokopiadex.com/images/pokemon/sprites/dusknoir.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,144302,cb45c57b436b9e2606316e6bfabbea4343d941b49c9e579645e49ada562c1a87,ok,
076,pokemon,Duskull,夜巡灵,076-duskull.png,assets/pokopia_image_sources/pokemon_portraits/076-duskull.png,https://pokopiadex.com/images/pokemon/sprites/duskull.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100758,c052506b4a38c6db4a22aa7f9d673c94a92233a7be9d500fbe248925226ac1da,ok,
077,pokemon,Eevee,伊布,077-eevee.png,assets/pokopia_image_sources/pokemon_portraits/077-eevee.png,https://pokopiadex.com/images/pokemon/sprites/eevee.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,107485,78febefb2aba3614b96528455e9c90242cc025d0eb392ee3a43256671962655f,ok,
078,pokemon,Ekans,阿柏蛇,078-ekans.png,assets/pokopia_image_sources/pokemon_portraits/078-ekans.png,https://pokopiadex.com/images/pokemon/sprites/ekans.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,144437,cceec7b1dcd620322fc744eb3d03add82ff9df682671d0b27a520a052a5b43c8,ok,
079,pokemon,Electabuzz,电击兽,079-electabuzz.png,assets/pokopia_image_sources/pokemon_portraits/079-electabuzz.png,https://pokopiadex.com/images/pokemon/sprites/electabuzz.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,127624,4652a69042b36d43676adbca86f2ee86f3e2b8a0c1e2faa490e141d426891ff2,ok,
080,pokemon,Electivire,电击魔兽,080-electivire.png,assets/pokopia_image_sources/pokemon_portraits/080-electivire.png,https://pokopiadex.com/images/pokemon/sprites/electivire.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,154397,830c2126acf62c97952a1e0168c445eb9c93c639095650860f56971e4eff87b2,ok,
081,pokemon,Electrode,顽皮雷弹,081-electrode.png,assets/pokopia_image_sources/pokemon_portraits/081-electrode.png,https://pokopiadex.com/images/pokemon/sprites/electrode.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,139452,b688e97087d6a69a385f3319a3c44df885b13a614c7d8cd264a77da86fb71ebd,ok,
082,pokemon,Elekid,电击怪,082-elekid.png,assets/pokopia_image_sources/pokemon_portraits/082-elekid.png,https://pokopiadex.com/images/pokemon/sprites/elekid.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,60634,c4e33df0423d91a9dc1511c5afa8b7fdac111cd201844bf0904078b17b1cd32d,ok,
083,pokemon,Empoleon,帝王拿波,083-empoleon.png,assets/pokopia_image_sources/pokemon_portraits/083-empoleon.png,https://pokopiadex.com/images/pokemon/sprites/empoleon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,111431,617fa4e280cb7d2d9b669e05e5dfc313280b3532fd29e540374c2b1cc1d1546c,ok,
084,pokemon,Entei,炎帝,084-entei.png,assets/pokopia_image_sources/pokemon_portraits/084-entei.png,https://pokopiadex.com/images/pokemon/sprites/entei.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,169552,b8d23049e59d556f3c96c5699b257a3e7a64d33103ef6c3e20fdfd1d388ea918,ok,
085,pokemon,Espeon,太阳伊布,085-espeon.png,assets/pokopia_image_sources/pokemon_portraits/085-espeon.png,https://pokopiadex.com/images/pokemon/sprites/espeon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,117519,d9d66ad88b063e1ee2f89371e229df0f4ab1e018ab1e1d5122c3079adbf9872c,ok,
086,pokemon,Excadrill,龙头地鼠,086-excadrill.png,assets/pokopia_image_sources/pokemon_portraits/086-excadrill.png,https://pokopiadex.com/images/pokemon/sprites/excadrill.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,127464,1097157a81463d2503371c18c2d3c7d2b294ecd85d5b67900f0b0ebad9ca0860,ok,
087,pokemon,Exeggcute,蛋蛋,087-exeggcute.png,assets/pokopia_image_sources/pokemon_portraits/087-exeggcute.png,https://pokopiadex.com/images/pokemon/sprites/exeggcute.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,150515,b949109d5c5e052efd8e8787d8cc9403d23723561161f3a03f0365391626d203,ok,
088,pokemon,Exeggutor,椰蛋树,088-exeggutor.png,assets/pokopia_image_sources/pokemon_portraits/088-exeggutor.png,https://pokopiadex.com/images/pokemon/sprites/exeggutor.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,145674,e5f6bd4422f2fce33d5598ec27847a57314c49fae25b9775d440d8eb09e89632,ok,
089,pokemon,Farfetch'd,大葱鸭,089-farfetchd.png,assets/pokopia_image_sources/pokemon_portraits/089-farfetchd.png,https://pokopiadex.com/images/pokemon/sprites/farfetchd.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,127000,48a577615a90f8206ec6213de506fd79b8bac903480fed0cc4f3bd9fb35e6208,ok,
090,pokemon,Farigiraf,奇麒麟,090-farigiraf.png,assets/pokopia_image_sources/pokemon_portraits/090-farigiraf.png,https://pokopiadex.com/images/pokemon/sprites/farigiraf.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,75224,0ec780321a385a8febeaa5f27cb0b2d12a0ec36585d348e2518a915d260ceac8,ok,
091,pokemon,Fidough,狗仔包,091-fidough.png,assets/pokopia_image_sources/pokemon_portraits/091-fidough.png,https://pokopiadex.com/images/pokemon/sprites/fidough.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,97019,6c0334e8903a5242a475a5353fb208827c964aead0fe36690fd79ba26b945dcc,ok,
092,pokemon,Flaaffy,茸茸羊,092-flaaffy.png,assets/pokopia_image_sources/pokemon_portraits/092-flaaffy.png,https://pokopiadex.com/images/pokemon/sprites/flaaffy.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,123314,5b2378593922ec12e61a720becd8554763913584f55e20e5dcc18cbc60fe7e7b,ok,
093,pokemon,Flareon,火伊布,093-flareon.png,assets/pokopia_image_sources/pokemon_portraits/093-flareon.png,https://pokopiadex.com/images/pokemon/sprites/flareon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,144568,5ab9c05469d776951b2497414faacfcba15dc7187377131227777dd2e5e6b302,ok,
094,pokemon,Floragato,蒂蕾喵,094-floragato.png,assets/pokopia_image_sources/pokemon_portraits/094-floragato.png,https://pokopiadex.com/images/pokemon/sprites/floragato.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,111217,70fef2b799cba98686c8916f7b12f40a41564906ab4b01c99c6e70ec5924f8e1,ok,
095,pokemon,Flygon,沙漠蜻蜓,095-flygon.png,assets/pokopia_image_sources/pokemon_portraits/095-flygon.png,https://pokopiadex.com/images/pokemon/sprites/flygon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125522,e68614f48c243eccddc80aac7375d21789bb81cad2e11123352671bd926cb29c,ok,
096,pokemon,Fraxure,斧牙龙,096-fraxure.png,assets/pokopia_image_sources/pokemon_portraits/096-fraxure.png,https://pokopiadex.com/images/pokemon/sprites/fraxure.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,155160,c2db5379838c22852b0c453caeb1e6f1b9ab531f4001c11a7c2fd408b5265409,ok,
097,pokemon,Froakie,呱呱泡蛙,097-froakie.png,assets/pokopia_image_sources/pokemon_portraits/097-froakie.png,https://pokopiadex.com/images/pokemon/sprites/froakie.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,151649,e64ca71d4ee83869de01f9c9e063425c330d5985150fd0bb8031028d12792639,ok,
098,pokemon,Frogadier,呱头蛙,098-frogadier.png,assets/pokopia_image_sources/pokemon_portraits/098-frogadier.png,https://pokopiadex.com/images/pokemon/sprites/frogadier.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,118645,6c0ba62d06281bd279e93a714a4e215c9fa00975c67cc681c7b7b2e81e5a9824,ok,
099,pokemon,Gallade,艾路雷朵,099-gallade.png,assets/pokopia_image_sources/pokemon_portraits/099-gallade.png,https://pokopiadex.com/images/pokemon/sprites/gallade.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,83312,4a1689dbc3490e21bf2696ce513da2580d0477673f4628e918034fbecbcec401,ok,
100,pokemon,Garbodor,灰尘山,100-garbodor.png,assets/pokopia_image_sources/pokemon_portraits/100-garbodor.png,https://pokopiadex.com/images/pokemon/sprites/garbodor.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,158018,bc29734fe76c0efc624508dc74c9115aaaa601d3ded41ab5590afaff0f594203,ok,
101,pokemon,Gardevoir,沙奈朵,101-gardevoir.png,assets/pokopia_image_sources/pokemon_portraits/101-gardevoir.png,https://pokopiadex.com/images/pokemon/sprites/gardevoir.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,92756,aaa7378834a35229be63c15d76ad751a0d8b42dd3ed863cacf91bf16c4183c0b,ok,
102,pokemon,Gastly,鬼斯,102-gastly.png,assets/pokopia_image_sources/pokemon_portraits/102-gastly.png,https://pokopiadex.com/images/pokemon/sprites/gastly.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,134446,3cb7929e58e509dd036ab0b81cdd8dacae62ca3d1ef87be89404f7bc876bbc1c,ok,
103,pokemon,Gastrodon (East Sea),海兔兽（东海）,103-gastrodon-east-sea.png,assets/pokopia_image_sources/pokemon_portraits/103-gastrodon-east-sea.png,https://pokopiadex.com/images/pokemon/sprites/gastrodon-east-sea.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,155483,da9822ca619d30f00c909107e477d6b9e07bf0259d2363a1e09715006875bdaf,ok,
104,pokemon,Gastrodon (West Sea),海兔兽（西海）,104-gastrodon-west-sea.png,assets/pokopia_image_sources/pokemon_portraits/104-gastrodon-west-sea.png,https://pokopiadex.com/images/pokemon/sprites/gastrodon-west-sea.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names_or_pokopia_special_forms,image/png,138767,38a85d0bd8a9e23a880624770c6ffa5f71424ed94fb8fc4cd640881f59c2a08e,ok,
105,pokemon,Gengar,耿鬼,105-gengar.png,assets/pokopia_image_sources/pokemon_portraits/105-gengar.png,https://pokopiadex.com/images/pokemon/sprites/gengar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,139101,33c68a1f380d80d89c4ea1505a7d6d2a10358665a18acb3fd3e069a091659744,ok,
106,pokemon,Geodude,小拳石,106-geodude.png,assets/pokopia_image_sources/pokemon_portraits/106-geodude.png,https://pokopiadex.com/images/pokemon/sprites/geodude.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,70203,65a8f8ccf0d690a2035780c343e01416d9c07d039fb192b52647377ef946d772,ok,
107,pokemon,Gholdengo,赛富豪,107-gholdengo.png,assets/pokopia_image_sources/pokemon_portraits/107-gholdengo.png,https://pokopiadex.com/images/pokemon/sprites/gholdengo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,92744,235497e793578e4d403aa0bded1d029205300a79c7495773df2a320b9546d1a9,ok,
108,pokemon,Gimmighoul,索财灵,108-gimmighoul.png,assets/pokopia_image_sources/pokemon_portraits/108-gimmighoul.png,https://pokopiadex.com/images/pokemon/sprites/gimmighoul.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,83118,c54f4d36090bf5ee0d4980ed1131720a001b3d9109a2d6ab36184a36f9faefd5,ok,
109,pokemon,Girafarig,麒麟奇,109-girafarig.png,assets/pokopia_image_sources/pokemon_portraits/109-girafarig.png,https://pokopiadex.com/images/pokemon/sprites/girafarig.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,89431,62a4d24ee2c619e151265ec8a9209b77fc36b8a7efb707a83789a8ff9f613bea,ok,
110,pokemon,Glaceon,冰伊布,110-glaceon.png,assets/pokopia_image_sources/pokemon_portraits/110-glaceon.png,https://pokopiadex.com/images/pokemon/sprites/glaceon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,99027,62519e474c7f54fbbfaaecae1a7f372f1d6335bb8ff586ad3790534af5fc6f88,ok,
111,pokemon,Glimmet,晶光芽,111-glimmet.png,assets/pokopia_image_sources/pokemon_portraits/111-glimmet.png,https://pokopiadex.com/images/pokemon/sprites/glimmet.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,67918,514ce6290feecd266b34be04887ee162c4d69c9d30ce8e7409fc354beb6ace48,ok,
112,pokemon,Glimmora,晶光花,112-glimmora.png,assets/pokopia_image_sources/pokemon_portraits/112-glimmora.png,https://pokopiadex.com/images/pokemon/sprites/glimmora.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,115953,6a398535aa1e9b6a20223d453d5784d047ec0d25e1bc9f1ef1c6936e28e3ff7b,ok,
113,pokemon,Gloom,臭臭花,113-gloom.png,assets/pokopia_image_sources/pokemon_portraits/113-gloom.png,https://pokopiadex.com/images/pokemon/sprites/gloom.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,139863,bc60e461f91712423c13b9ee2dbbc625397c01429e8688548681200de9dd50a4,ok,
114,pokemon,Golbat,大嘴蝠,114-golbat.png,assets/pokopia_image_sources/pokemon_portraits/114-golbat.png,https://pokopiadex.com/images/pokemon/sprites/golbat.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106488,d82c0991993ce21240487e0eb3cc1575665300d55a2f9c291040f75d6c87fc35,ok,
115,pokemon,Golduck,哥达鸭,115-golduck.png,assets/pokopia_image_sources/pokemon_portraits/115-golduck.png,https://pokopiadex.com/images/pokemon/sprites/golduck.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,131518,9ed048efb2a856a7f097dea38d51c130ad8514c029ef016acc91575a34efa6ed,ok,
116,pokemon,Golem,隆隆岩,116-golem.png,assets/pokopia_image_sources/pokemon_portraits/116-golem.png,https://pokopiadex.com/images/pokemon/sprites/golem.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,160030,5c3b916b2efe1643cb0f693490cea2c9dd4a1514a9789feb289ad1a73443c9b9,ok,
117,pokemon,Goodra,黏美龙,117-goodra.png,assets/pokopia_image_sources/pokemon_portraits/117-goodra.png,https://pokopiadex.com/images/pokemon/sprites/goodra.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,138207,21d789be7edd23814dc2d9f7bc4144f2b66c6e0bd585cba106fea94f0e5721ed,ok,
118,pokemon,Goomy,黏黏宝,118-goomy.png,assets/pokopia_image_sources/pokemon_portraits/118-goomy.png,https://pokopiadex.com/images/pokemon/sprites/goomy.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125502,014526649a1b8fff147223e722920bb8b07d5b0b99319fbf653d35c0234f65a9,ok,
119,pokemon,Graveler,隆隆石,119-graveler.png,assets/pokopia_image_sources/pokemon_portraits/119-graveler.png,https://pokopiadex.com/images/pokemon/sprites/graveler.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,93864,9afec2e3af15656d0d33f35ad8dacb0b558ea22c5c49b2ec8004c5b90a1ce230,ok,
120,pokemon,Greedent,藏饱栗鼠,120-greedent.png,assets/pokopia_image_sources/pokemon_portraits/120-greedent.png,https://pokopiadex.com/images/pokemon/sprites/greedent.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,238484,2558882855eb6396b8960d9c81a4f17b2a58f2767c596af5a2a76b2ea107f370,ok,
121,pokemon,Greninja,甲贺忍蛙,121-greninja.png,assets/pokopia_image_sources/pokemon_portraits/121-greninja.png,https://pokopiadex.com/images/pokemon/sprites/greninja.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,85647,8a360e99f0c4e493964883698065a913aea672a8267eaad5fc8954dbf57bbbf4,ok,
122,pokemon,Grimer,臭泥,122-grimer.png,assets/pokopia_image_sources/pokemon_portraits/122-grimer.png,https://pokopiadex.com/images/pokemon/sprites/grimer.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,120806,d9cf21654c52a1a68d477f4056460f293b29df9d3ba729d76a92a34b87d020ac,ok,
123,pokemon,Growlithe,卡蒂狗,123-growlithe.png,assets/pokopia_image_sources/pokemon_portraits/123-growlithe.png,https://pokopiadex.com/images/pokemon/sprites/growlithe.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,142893,e66fd75b178c4efee642e9b674828e2be06b3656df88005610b9e4e3f7eecbc9,ok,
124,pokemon,Grubbin,强颚鸡母虫,124-grubbin.png,assets/pokopia_image_sources/pokemon_portraits/124-grubbin.png,https://pokopiadex.com/images/pokemon/sprites/grubbin.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,76275,0c5af6288a452fa85d1e5f2df9b711933ab52c5955a2f9d24e54900516b7457d,ok,
125,pokemon,Gulpin,溶食兽,125-gulpin.png,assets/pokopia_image_sources/pokemon_portraits/125-gulpin.png,https://pokopiadex.com/images/pokemon/sprites/gulpin.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,88618,201086e69fee09ca8ee6b4e467b1dd4e08070b067c54eac4efe6307ea3b63ce1,ok,
126,pokemon,Gurdurr,铁骨土人,126-gurdurr.png,assets/pokopia_image_sources/pokemon_portraits/126-gurdurr.png,https://pokopiadex.com/images/pokemon/sprites/gurdurr.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,135951,8257a0fa1c9afba10c7bf7bb2bd425522da42dce75b64759d05334cbd7bae9e8,ok,
127,pokemon,Gyarados,暴鲤龙,127-gyarados.png,assets/pokopia_image_sources/pokemon_portraits/127-gyarados.png,https://pokopiadex.com/images/pokemon/sprites/gyarados.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,146223,60867e5140838c17e09d0eb514114be0cff439e9f47b64989993043ce787e5b6,ok,
128,pokemon,Happiny,小福蛋,128-happiny.png,assets/pokopia_image_sources/pokemon_portraits/128-happiny.png,https://pokopiadex.com/images/pokemon/sprites/happiny.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,95819,a4d8dda1be03ee02c3bcb2ede7137db9399fa5522a82424edf6947c13a96a009,ok,
129,pokemon,Hariyama,铁掌力士,129-hariyama.png,assets/pokopia_image_sources/pokemon_portraits/129-hariyama.png,https://pokopiadex.com/images/pokemon/sprites/hariyama.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,154224,46b9def596b3393e99860d981b807386edea77972f544667375edabc0c424c20,ok,
130,pokemon,Haunter,鬼斯通,130-haunter.png,assets/pokopia_image_sources/pokemon_portraits/130-haunter.png,https://pokopiadex.com/images/pokemon/sprites/haunter.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,126165,5aa261dd756d85986345bd96fcd33fa73ff0d6c3782a08e370dfe15b962da94d,ok,
131,pokemon,Haxorus,双斧战龙,131-haxorus.png,assets/pokopia_image_sources/pokemon_portraits/131-haxorus.png,https://pokopiadex.com/images/pokemon/sprites/haxorus.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128907,9aadc8cc9e8b4ec43ef624efe7bbdaad2b232ccf84b3c449f12e254672d90593,ok,
132,pokemon,Heracross,赫拉克罗斯,132-heracross.png,assets/pokopia_image_sources/pokemon_portraits/132-heracross.png,https://pokopiadex.com/images/pokemon/sprites/heracross.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,131266,682af1e0f43609497ea14e8ca3914cec5f3d14eef29f6c67088d89e3950531d0,ok,
133,pokemon,Hitmonchan,快拳郎,133-hitmonchan.png,assets/pokopia_image_sources/pokemon_portraits/133-hitmonchan.png,https://pokopiadex.com/images/pokemon/sprites/hitmonchan.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,98559,514e767a426d5426d037fe560950f6bdd34a1e14d7e4cee1aeca89bee663eafe,ok,
134,pokemon,Hitmonlee,飞腿郎,134-hitmonlee.png,assets/pokopia_image_sources/pokemon_portraits/134-hitmonlee.png,https://pokopiadex.com/images/pokemon/sprites/hitmonlee.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,95975,4647a122f3f9a8a8c9309b3ccd2cd3bc023e781483e2dbfa950775a01611244e,ok,
135,pokemon,Hitmontop,战舞郎,135-hitmontop.png,assets/pokopia_image_sources/pokemon_portraits/135-hitmontop.png,https://pokopiadex.com/images/pokemon/sprites/hitmontop.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,143376,67609cbb18ecf5b17225b6de5a403a1d52969c05d4be172852e9e1b6aba1499a,ok,
136,pokemon,Ho-Oh,凤王,136-ho-oh.png,assets/pokopia_image_sources/pokemon_portraits/136-ho-oh.png,https://pokopiadex.com/images/pokemon/sprites/ho-oh.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,133094,e6e6d0e821e5213e282aa5b7d46011da9220df3f479143f5358415c54e8c7f4a,ok,
137,pokemon,Honchkrow,乌鸦头头,137-honchkrow.png,assets/pokopia_image_sources/pokemon_portraits/137-honchkrow.png,https://pokopiadex.com/images/pokemon/sprites/honchkrow.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,102382,469a38d87e76a83109f03d89907ed933fbe1cbe11c5ee405cb0b5493b619e7e8,ok,
138,pokemon,Hoothoot,咕咕,138-hoothoot.png,assets/pokopia_image_sources/pokemon_portraits/138-hoothoot.png,https://pokopiadex.com/images/pokemon/sprites/hoothoot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,105606,11745c55eb63b1647e1597c7ced523c8b2e47018cf655eea3b7bccca09be7f43,ok,
139,pokemon,Igglybuff,宝宝丁,139-igglybuff.png,assets/pokopia_image_sources/pokemon_portraits/139-igglybuff.png,https://pokopiadex.com/images/pokemon/sprites/igglybuff.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,94841,4ab9f5505b96c24c1517ca6fa3065b50a83195fb1b6bbfba391d0e4ab601b383,ok,
140,pokemon,Illumise,甜甜萤,140-illumise.png,assets/pokopia_image_sources/pokemon_portraits/140-illumise.png,https://pokopiadex.com/images/pokemon/sprites/illumise.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,123978,a371f9b5f4e2e557d5acc3ba01d60438d52e8f5229e1907453137e49ea40f0a4,ok,
141,pokemon,Ivysaur,妙蛙草,141-ivysaur.png,assets/pokopia_image_sources/pokemon_portraits/141-ivysaur.png,https://pokopiadex.com/images/pokemon/sprites/ivysaur.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,162605,d8600af0fe844be4e6641cee780aacc40adab5c93b40bf187d08b58f590a1a98,ok,
142,pokemon,Jigglypuff,胖丁,142-jigglypuff.png,assets/pokopia_image_sources/pokemon_portraits/142-jigglypuff.png,https://pokopiadex.com/images/pokemon/sprites/jigglypuff.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,120584,8514f906e321d304f785429716983a83c40d7a1cd39a10fcb324ba146816cd04,ok,
143,pokemon,Jolteon,雷伊布,143-jolteon.png,assets/pokopia_image_sources/pokemon_portraits/143-jolteon.png,https://pokopiadex.com/images/pokemon/sprites/jolteon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,124761,f7ba4d22ea6c7a5ab3b5ec3990b0dbea4afa940038b468b1f174c8c6d09fd8e8,ok,
144,pokemon,Kadabra,勇基拉,144-kadabra.png,assets/pokopia_image_sources/pokemon_portraits/144-kadabra.png,https://pokopiadex.com/images/pokemon/sprites/kadabra.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128959,8b9c74f25153b6a6ccee0edbbed1dcbd918b10d2263a39ba5634edd0752582f6,ok,
145,pokemon,Kilowattrel,大电海燕,145-kilowattrel.png,assets/pokopia_image_sources/pokemon_portraits/145-kilowattrel.png,https://pokopiadex.com/images/pokemon/sprites/kilowattrel.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,70890,919cf50356ff185bda7a4a4718fa314b917b2ebb3dff9261f7056a3635bf00e1,ok,
146,pokemon,Kirlia,奇鲁莉安,146-kirlia.png,assets/pokopia_image_sources/pokemon_portraits/146-kirlia.png,https://pokopiadex.com/images/pokemon/sprites/kirlia.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100448,77c72cfe2e237624fac1e2eba7f7dc662038b62e5864cffe9449c63b3fef5a60,ok,
147,pokemon,Koffing,瓦斯弹,147-koffing.png,assets/pokopia_image_sources/pokemon_portraits/147-koffing.png,https://pokopiadex.com/images/pokemon/sprites/koffing.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,124106,a7f3ec162cca5f47c911457914d5ab34cc472292aaa07150063887a62fcbfe4e,ok,
148,pokemon,Kricketot,圆法师,148-kricketot.png,assets/pokopia_image_sources/pokemon_portraits/148-kricketot.png,https://pokopiadex.com/images/pokemon/sprites/kricketot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,101748,f9b2bbe8d780cc4aa0f5360d6bfd947058e7e3bb552659a84b7a05085c3093f6,ok,
149,pokemon,Kricketune,音箱蟀,149-kricketune.png,assets/pokopia_image_sources/pokemon_portraits/149-kricketune.png,https://pokopiadex.com/images/pokemon/sprites/kricketune.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,123477,7564f4da2bf4c5c8c603676965290a6ae759d16a533fac5c3f6960c695d56128,ok,
150,pokemon,Kyogre,盖欧卡,150-kyogre.png,assets/pokopia_image_sources/pokemon_portraits/150-kyogre.png,https://pokopiadex.com/images/pokemon/sprites/kyogre.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,93149,fb2f520c08f1fd5a7cac07edd5e45ad1c2f5f03e5abd876a4d2dc442cf1c4921,ok,
